STOP_ID,DIRECTION_ID,STOP_NAME,LON,LAT,STATION_NAME,STATION_DESCRIPTIVE_NAME,PARENT_STOP_ID,ADA,Red,Blue,Brn,G,P,Pexp,Y,Pink,Org
30114,W,54th/Cermak (Terminal arrival),-87.75669201,41.85177331,54th/Cermak,54th/Cermak (Pink Line),40580,1,0,0,0,0,0,0,0,1,0
30177,N,63rd (Howard-bound),-87.630952,41.780536,63rd,63rd (Red Line),40910,1,1,0,0,0,0,0,0,0,0
30178,S,63rd (95th-bound),-87.630952,41.780536,63rd,63rd (Red Line),40910,1,1,0,0,0,0,0,0,0,0
30191,N,69th (Howard-bound),-87.625724,41.768367,69th,69th (Red Line),40990,1,1,0,0,0,0,0,0,0,0
30192,S,69th (95th-bound),-87.625724,41.768367,69th,69th (Red Line),40990,1,1,0,0,0,0,0,0,0,0
30046,N,79th (Howard-bound),-87.625112,41.750419,79th,79th (Red Line),40240,1,1,0,0,0,0,0,0,0,0
30047,S,79th (95th-bound),-87.625112,41.750419,79th,79th (Red Line),40240,1,1,0,0,0,0,0,0,0,0
30275,N,87th (Howard-bound),-87.624717,41.735372,87th,87th (Red Line),41430,1,1,0,0,0,0,0,0,0,0
30276,S,87th (95th-bound),-87.624717,41.735372,87th,87th (Red Line),41430,1,1,0,0,0,0,0,0,0,0
30089,S,95th/Dan Ryan (95th-bound),-87.624342,41.722377,95th/Dan Ryan,95th/Dan Ryan (Red Line),40450,1,1,0,0,0,0,0,0,0,0
30088,N,95th/Dan Ryan (Howard-bound),-87.624342,41.722377,95th/Ran Ryan,95th/Ran Ryan (Red Line),40450,1,1,0,0,0,0,0,0,0,0
30132,S,Adams/Wabash (Inner Loop),-87.626037,41.879507,Adams/Wabash,"Adams/Wabash (Brown, Green, Orange, Pink & Purple Lines)",40680,0,0,0,0,1,0,1,0,1,1
30131,N,Adams/Wabash (Outer Loop),-87.626037,41.879507,Adams/Wabash,"Adams/Wabash (Brown, Green, Orange, Pink & Purple Lines)",40680,0,0,0,1,1,0,0,0,0,0
30240,S,Addison (Forest Pk-bound),-87.71906,41.94738,Addison,Addison (Blue Line),41240,1,0,1,0,0,0,0,0,0,0
30277,N,Addison (Kimball-bound),-87.674642,41.947028,Addison,Addison (Brown Line),41440,1,0,0,1,0,0,0,0,0,0
30274,S,Addison (95th-bound),-87.653626,41.947428,Addison,Addison (Red Line),41420,1,1,0,0,0,0,0,0,0,0
30278,S,Addison (Loop-bound),-87.674642,41.947028,Addison,Addison (Brown Line),41440,1,0,0,1,0,0,0,0,0,0
30273,N,Addison (Howard-bound),-87.653626,41.947428,Addison,Addison (Red Line),41420,1,1,0,0,0,0,0,0,0,0
30239,N,Addison (O'Hare-bound),-87.71906,41.94738,Addison,Addison (Blue Line),41240,1,0,1,0,0,0,0,0,0,0
30229,N,Argyle (Howard-bound),-87.65853,41.973453,Argyle,Argyle (Red Line),41200,0,1,0,0,0,0,0,0,0,0
30230,S,Argyle (95th-bound),-87.65853,41.973453,Argyle,Argyle (Red Line),41200,0,1,0,0,0,0,0,0,0,0
30128,S,Armitage (Loop-bound),-87.652644,41.918217,Armitage,Armitage (Brown & Purple Lines),40660,1,0,0,1,0,0,1,0,0,0
30127,N,Armitage (Kimball-Linden-bound),-87.652644,41.918217,Armitage,Armitage (Brown & Purple Lines),40660,1,0,0,1,0,0,1,0,0,0
30205,N,Ashland (Loop-bound),-87.665317,41.839234,Ashland,Ashland (Orange Line),41060,1,0,0,0,0,0,0,0,0,1
30206,S,Ashland (Midway-bound),-87.665317,41.839234,Ashland,Ashland (Orange Line),41060,1,0,0,0,0,0,0,0,0,1
30057,W,Ashland/63rd (Terminal arrival),-87.663766,41.77886,Ashland/63rd,Ashland/63rd (Green Line),40290,1,0,0,0,1,0,0,0,0,0
30056,E,Ashland/63rd (Harlem-bound),-87.663766,41.77886,Ashland/63rd,Ashland/63rd (Green Line),40290,1,0,0,0,1,0,0,0,0,0
30001,E,Austin (O'Hare-bound),-87.776812,41.870851,Austin,Austin (Blue Line),40010,0,0,1,0,0,0,0,0,0,0
30002,W,Austin (Forest Pk-bound),-87.776812,41.870851,Austin,Austin (Blue Line),40010,0,0,1,0,0,0,0,0,0,0
30243,E,Austin (63rd-bound),-87.774135,41.887293,Austin,Austin (Green Line),41260,0,0,0,0,1,0,0,0,0,0
30244,W,Austin (Harlem-bound),-87.774135,41.887293,Austin,Austin (Green Line),41260,0,0,0,0,1,0,0,0,0,0
30258,S,Belmont (Loop-bound),-87.65338,41.939751,Belmont,"Belmont (Red, Brown & Purple Lines)",41320,1,0,0,1,0,0,1,0,0,0
30013,S,Belmont (O'Hare Branch) (Forest Pk-bound),-87.712359,41.938132,Belmont,Belmont (Blue Line),40060,0,0,1,0,0,0,0,0,0,0
30012,N,Belmont (O'Hare Branch) (O'Hare-bound),-87.712359,41.938132,Belmont,Belmont (Blue Line),40060,0,0,1,0,0,0,0,0,0,0
30256,S,Belmont (95th-bound),-87.65338,41.939751,Belmont,"Belmont (Red, Brown & Purple Lines)",41320,1,1,0,0,0,0,0,0,0,0
30255,N,Belmont (Howard-bound),-87.65338,41.939751,Belmont,"Belmont (Red, Brown & Purple Lines)",41320,1,1,0,0,0,0,0,0,0,0
30257,N,Belmont (Kimball-Linden-bound),-87.65338,41.939751,Belmont,"Belmont (Red, Brown & Purple Lines)",41320,1,0,0,1,0,0,1,0,0,0
30067,S,Berwyn (95th-bound),-87.658668,41.977984,Berwyn,Berwyn (Red Line),40340,0,1,0,0,0,0,0,0,0,0
30066,N,Berwyn (Howard-bound),-87.658668,41.977984,Berwyn,Berwyn (Red Line),40340,0,1,0,0,0,0,0,0,0,0
30267,N,Bryn Mawr (Howard-bound),-87.65884,41.983504,Bryn Mawr,Bryn Mawr (Red Line),41380,0,1,0,0,0,0,0,0,0,0
30268,S,Bryn Mawr (95th-bound),-87.65884,41.983504,Bryn Mawr,Bryn Mawr (Red Line),41380,0,1,0,0,0,0,0,0,0,0
30086,E,California (Loop-bound),-87.694774,41.854109,California,California (Pink Line),40440,1,0,0,0,0,0,0,0,1,0
30087,W,California (54th/Cermak-bound),-87.694774,41.854109,California,California (Pink Line),40440,1,0,0,0,0,0,0,0,1,0
30111,N,California (O'Hare-bound),-87.69689,41.921939,California,California (Blue Line),40570,0,0,1,0,0,0,0,0,0,0
30112,S,California (Forest Pk-bound),-87.69689,41.921939,California,California  (Blue Line),40570,0,0,1,0,0,0,0,0,0,0
30266,W,California (Harlem-bound),-87.696234,41.88422,California,California (Green Line),41360,1,0,0,0,1,0,0,0,0,0
30265,E,California (63rd-bound),-87.696234,41.88422,California,California (Green Line),41360,1,0,0,0,1,0,0,0,0,0
30242,S,Central (Howard-Loop-bound),-87.685617,42.063987,Central,Central (Purple Line),41250,0,0,0,0,0,1,1,0,0,0
30241,N,Central (Linden-bound),-87.685617,42.063987,Central,Central (Purple Line),41250,0,0,0,0,0,1,1,0,0,0
30055,W,Central (Harlem-bound),-87.76565,41.887389,Central,Central (Green Line),40280,1,0,0,0,1,0,0,0,0,0
30054,E,Central (63rd-bound),-87.76565,41.887389,Central,Central (Green Line),40280,1,0,0,0,1,0,0,0,0,0
30151,E,Central Park (Loop-bound),-87.714842,41.853839,Central Park,Central Park (Pink Line),40780,1,0,0,0,0,0,0,0,1,0
30152,W,Central Park (54th/Cermak-bound),-87.714842,41.853839,Central Park,Central Park (Pink Line),40780,1,0,0,0,0,0,0,0,1,0
30194,S,Cermak-Chinatown (95th-bound),-87.630968,41.853206,Cermak-Chinatown,Cermak-Chinatown (Red Line),41000,1,1,0,0,0,0,0,0,0,0
30193,N,Cermak-Chinatown (Howard-bound),-87.630968,41.853206,Cermak-Chinatown,Cermak-Chinatown (Red Line),41000,1,1,0,0,0,0,0,0,0,0
30382,S,Cermak-McCormick Place (63rd-bound),-87.626402,41.853115,Cermak-McCormick Place,Cermak-McCormick Place (Green Line),41690,1,0,0,0,1,0,0,0,0,0
30032,E,Ashland (Loop-63rd-bound),-87.666969,41.885269,Ashland,Ashland (Green & Pink Lines),40170,1,0,0,0,1,0,0,0,1,0
30381,N,Cermak-McCormick Place (Harlem-bound),-87.626402,41.853115,Cermak-McCormick Place,Cermak-McCormick Place (Green Line),41690,1,0,0,0,1,0,0,0,0,0
30138,S,Chicago (Loop-bound),-87.635924,41.89681,Chicago,Chicago (Brown & Purple Lines),40710,1,0,0,1,0,0,1,0,0,0
30271,N,Chicago (O'Hare-bound),-87.655214,41.896075,Chicago,Chicago (Blue Line),41410,0,0,1,0,0,0,0,0,0,0
30272,S,Chicago (Forest Pk-bound),-87.655214,41.896075,Chicago,Chicago (Blue Line),41410,0,0,1,0,0,0,0,0,0,0
30279,N,Chicago (Howard-bound),-87.628176,41.896671,Chicago,Chicago (Red Line),41450,1,1,0,0,0,0,0,0,0,0
30280,S,Chicago (95th-bound),-87.628176,41.896671,Chicago,Chicago (Red Line),41450,1,1,0,0,0,0,0,0,0,0
30137,N,Chicago (Kimball-Linden-bound),-87.635924,41.89681,Chicago,Chicago (Brown & Purple Lines),40710,1,0,0,1,0,0,1,0,0,0
30187,E,Cicero (O'Hare-bound),-87.745154,41.871574,Cicero,Cicero (Blue Line),40970,0,0,1,0,0,0,0,0,0,0
30083,W,Cicero (54th/Cermak-bound),-87.745336,41.85182,Cicero,Cicero (Pink Line),40420,1,0,0,0,0,0,0,0,1,0
30082,E,Cicero (Loop-bound),-87.745336,41.85182,Cicero,Cicero (Pink Line),40420,1,0,0,0,0,0,0,0,1,0
30188,W,Cicero (Forest Pk-bound),-87.745154,41.871574,Cicero,Cicero (Blue Line),40970,0,0,1,0,0,0,0,0,0,0
30009,W,Cicero (Harlem-bound),-87.744698,41.886519,Cicero,Cicero (Green Line),40480,1,0,0,0,1,0,0,0,0,0
30094,E,Cicero (63rd-bound),-87.744698,41.886519,Cicero,Cicero (Green Line),40480,1,0,0,0,1,0,0,0,0,0
30122,S,Clark/Division (95th-bound),-87.631412,41.90392,Clark/Division,Clark/Division (Red Line),40630,1,1,0,0,0,0,0,0,0,0
30121,N,Clark/Division (Howard-bound),-87.631412,41.90392,Clark/Division,Clark/Division (Red Line),40630,1,1,0,0,0,0,0,0,0,0
30074,E,Clark/Lake (Inner Loop),-87.630886,41.885737,Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,1,0,0,0,1,0,1,0,1,1
30075,W,Clark/Lake (Outer Loop),-87.630886,41.885737,Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,1,0,0,1,1,0,0,0,0,0
30374,S,Clark/Lake (Forest Pk-bound),-87.630886,41.885737,Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,1,0,1,0,0,0,0,0,0,0
30375,N,Clark/Lake (O'Hare-bound),-87.630886,41.885737,Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,1,0,1,0,0,0,0,0,0,0
30222,W,Clinton (Harlem-54th/Cermak-bound),-87.641782,41.885678,Clinton,Clinton (Green & Pink Lines),41160,1,0,0,0,1,0,0,0,1,0
30221,E,Clinton (Loop-63rd-bound),-87.641782,41.885678,Clinton,Clinton (Green & Pink Lines),41160,1,0,0,0,1,0,0,0,1,0
30085,W,Clinton (Forest Pk-bound),-87.640984,41.875539,Clinton,Clinton (Blue Line),40430,0,0,1,0,0,0,0,0,0,0
30084,E,Clinton (O'Hare-bound),-87.640984,41.875539,Clinton,Clinton (Blue Line),40430,0,0,1,0,0,0,0,0,0,0
30291,E,Conservatory (63rd-bound),-87.716523,41.884904,Conservatory,Conservatory (Green Line),41670,1,0,0,0,1,0,0,0,0,0
30292,W,Conservatory (Harlem-bound),-87.716523,41.884904,Conservatory,Conservatory (Green Line),41670,1,0,0,0,1,0,0,0,0,0
30140,W,Cottage Grove (Harlem-bound),-87.605857,41.780309,Cottage Grove,Cottage Grove (Green Line),40720,1,0,0,0,1,0,0,0,0,0
30139,E,Cottage Grove (Terminal arrival),-87.605857,41.780309,Cottage Grove,Cottage Grove (Green Line),40720,1,0,0,0,1,0,0,0,0,0
30044,N,Cumberland (O'Hare-bound),-87.838028,41.984246,Cumberland,Cumberland (Blue Line),40230,1,0,1,0,0,0,0,0,0,0
30045,S,Cumberland (Forest Pk-bound),-87.838028,41.984246,Cumberland,Cumberland (Blue Line),40230,1,0,1,0,0,0,0,0,0,0
30019,S,Damen (Loop-bound),-87.678639,41.966286,Damen,Damen (Brown Line),40090,1,0,0,1,0,0,0,0,0,0
30041,W,Damen (54th/Cermak-bound),-87.675975,41.854517,Damen,Damen (Pink Line),40210,1,0,0,0,0,0,0,0,1,0
30040,E,Damen (Loop-bound),-87.675975,41.854517,Damen,Damen (Pink Line),40210,1,0,0,0,0,0,0,0,1,0
30116,S,Damen/Milwaukee (Forest Pk-bound),-87.677437,41.909744,Damen,Damen (Blue Line),40590,0,0,1,0,0,0,0,0,0,0
30115,N,Damen/Milwaukee (O'Hare-bound),-87.677437,41.909744,Damen,Damen (Blue Line),40590,0,0,1,0,0,0,0,0,0,0
30018,N,Damen (Kimball-bound),-87.678639,41.966286,Damen,Damen (Brown Line),40090,1,0,0,1,0,0,0,0,0,0
30010,N,Davis (Linden-bound),-87.683543,42.04771,Davis,Davis (Purple Line),40050,1,0,0,0,0,1,1,0,0,0
30011,S,Davis (Howard-Loop-bound),-87.683543,42.04771,Davis,Davis (Purple Line),40050,1,0,0,0,0,1,1,0,0,0
30133,N,Dempster (Linden-bound),-87.681602,42.041655,Dempster,Dempster (Purple Line),40690,0,0,0,0,0,1,1,0,0,0
30134,S,Dempster (Howard-Loop-bound),-87.681602,42.041655,Dempster,Dempster (Purple Line),40690,0,0,0,0,0,1,1,0,0,0
30026,N,Dempster-Skokie (Arrival),-87.751919,42.038951,Dempster-Skokie,Dempster-Skokie  (Yellow Line),40140,1,0,0,0,0,0,0,1,0,0
30027,S,Dempster-Skokie (Howard-bound),-87.751919,42.038951,Dempster-Skokie,Dempster-Skokie  (Yellow Line),40140,1,0,0,0,0,0,0,1,0,0
30103,N,Diversey (Kimball-Linden-bound),-87.653131,41.932732,Diversey,Diversey (Brown & Purple Lines),40530,1,0,0,1,0,0,1,0,0,0
30104,S,Diversey (Loop-bound),-87.653131,41.932732,Diversey,Diversey (Brown & Purple Lines),40530,1,0,0,1,0,0,1,0,0,0
30062,N,Division (O'Hare-bound),-87.666496,41.903355,Division,Division (Blue Line),40320,0,0,1,0,0,0,0,0,0,0
30063,S,Division (Forest Pk-bound),-87.666496,41.903355,Division,Division (Blue Line),40320,0,0,1,0,0,0,0,0,0,0
30077,W,Forest Park (Terminal Arrival),-87.817318,41.874257,Forest Park,Forest Park (Blue Line),40390,1,0,1,0,0,0,0,0,0,0
30076,E,Forest Park (O'Hare-bound),-87.817318,41.874257,Forest Park,Forest Park (Blue Line),40390,1,0,1,0,0,0,0,0,0,0
30101,N,Foster (Linden-bound),-87.68356,42.05416,Foster,Foster (Purple Line),40520,0,0,0,0,0,1,1,0,0,0
30102,S,Foster (Howard-Loop-bound),-87.68356,42.05416,Foster,Foster (Purple Line),40520,0,0,0,0,0,1,1,0,0,0
30168,S,Francisco (Loop-bound),-87.701644,41.966046,Francisco,Francisco (Brown Line),40870,1,0,0,1,0,0,0,0,0,0
30167,N,Francisco (Kimball-bound),-87.701644,41.966046,Francisco,Francisco (Brown Line),40870,1,0,0,1,0,0,0,0,0,0
30234,S,Fullerton (95th-bound),-87.652866,41.925051,Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,1,1,0,0,0,0,0,0,0,0
30236,S,Fullerton (Loop-bound),-87.652866,41.925051,Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,1,0,0,1,0,0,1,0,0,0
30235,N,Fullerton (Kimball-Linden-bound),-87.652866,41.925051,Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,1,0,0,1,0,0,1,0,0,0
30233,N,Fullerton (Howard-bound),-87.652866,41.925051,Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,1,1,0,0,0,0,0,0,0,0
30100,S,Garfield (63rd-bound),-87.618327,41.795172,Garfield,Garfield (Green Line),40510,1,0,0,0,1,0,0,0,0,0
30224,S,Garfield (95th-bound),-87.631157,41.79542,Garfield,Garfield (Red Line),41170,1,1,0,0,0,0,0,0,0,0
30223,N,Garfield (Howard-bound),-87.631157,41.79542,Garfield,Garfield (Red Line),41170,1,1,0,0,0,0,0,0,0,0
30099,N,Garfield (Harlem-bound),-87.618327,41.795172,Garfield,Garfield (Green Line),40510,1,0,0,0,1,0,0,0,0,0
30096,S,Grand/Milwaukee (Forest Pk-bound),-87.647578,41.891189,Grand,Grand (Blue Line),40490,0,0,1,0,0,0,0,0,0,0
30064,N,Grand/State (Howard-bound),-87.628021,41.891665,Grand,Grand (Red Line),40330,1,1,0,0,0,0,0,0,0,0
30065,S,Grand/State (95th-bound),-87.628021,41.891665,Grand,Grand (Red Line),40330,1,1,0,0,0,0,0,0,0,0
30095,N,Grand/Milwaukee (O'Hare-bound),-87.647578,41.891189,Grand,Grand (Blue Line),40490,0,0,1,0,0,0,0,0,0,0
30148,S,Granville (95th-bound),-87.659202,41.993664,Granville,Granville (Red Line),40760,1,1,0,0,0,0,0,0,0,0
30147,N,Granville (Howard-bound),-87.659202,41.993664,Granville,Granville (Red Line),40760,1,1,0,0,0,0,0,0,0,0
30183,E,Halsted/63rd (Harlem-bound),-87.644244,41.778943,Halsted,Halsted (Green Line),40940,1,0,0,0,1,0,0,0,0,0
30216,S,Halsted (Midway-bound),-87.648088,41.84678,Halsted,Halsted (Orange Line),41130,1,0,0,0,0,0,0,0,0,1
30184,W,Halsted/63rd (Ashland-bound),-87.644244,41.778943,Halsted,Halsted (Green Line),40940,1,0,0,0,1,0,0,0,0,0
30215,N,Halsted (Loop-bound),-87.648088,41.84678,Halsted,Halsted (Orange Line),41130,1,0,0,0,0,0,0,0,0,1
30189,E,Harlem (Forest Pk Branch) (O'Hare-bound),-87.806961,41.87349,Harlem,Harlem (Blue Line - Forest Park Branch),40980,0,0,1,0,0,0,0,0,0,0
30146,S,Harlem (O'Hare Branch) (Forest Pk-bound),-87.8089,41.98227,Harlem,Harlem (Blue Line - O'Hare Branch),40750,1,0,1,0,0,0,0,0,0,0
30145,N,Harlem (O'Hare Branch) (O'Hare-bound),-87.8089,41.98227,Harlem,Harlem (Blue Line - O'Hare Branch),40750,1,0,1,0,0,0,0,0,0,0
30190,W,Harlem (Forest Pk Branch) (Terminal arrival),-87.806961,41.87349,Harlem,Harlem (Blue Line - Forest Park Branch),40980,0,0,1,0,0,0,0,0,0,0
30003,E,Harlem (63rd-bound),-87.803176,41.886848,Harlem/Lake,Harlem/Lake (Green Line),40020,1,0,0,0,1,0,0,0,0,0
30004,W,Harlem (Terminal arrival),-87.803176,41.886848,Harlem/Lake,Harlem/Lake (Green Line),40020,1,0,0,0,1,0,0,0,0,0
30165,E,H.W. Library (Outer Loop),-87.628196,41.876862,Harold Washington Library-State/Van Buren,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink Lines)",40850,1,0,0,1,0,0,0,0,0,0
30166,W,H.W. Library (Inner Loop),-87.628196,41.876862,Harold Washington Library-State/Van Buren,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink Lines)",40850,1,0,0,0,0,0,1,0,1,1
30286,S,Harrison (95th-bound),-87.627479,41.874039,Harrison,Harrison (Red Line),41490,0,1,0,0,0,0,0,0,0,0
30285,N,Harrison (Howard-bound),-87.627479,41.874039,Harrison,Harrison (Red Line),41490,0,1,0,0,0,0,0,0,0,0
30173,N,Howard (Terminal arrival),-87.672892,42.019063,Howard,"Howard (Red, Purple & Yellow Lines)",40900,1,1,0,0,0,0,0,0,0,0
30176,S,Howard (Terminal arrival),-87.672892,42.019063,Howard,"Howard (Red, Purple & Yellow Lines)",40900,1,0,0,0,0,1,1,1,0,0
30175,N,"Howard (Linden, Skokie-bound)",-87.672892,42.019063,Howard,"Howard (Red, Purple & Yellow Lines)",40900,1,0,0,0,0,1,1,1,0,0
30174,S,Howard (95th-Bound),-87.672892,42.019063,Howard,"Howard (Red, Purple & Yellow Lines)",40900,1,1,0,0,0,0,0,0,0,0
30157,E,Illinois Medical District (O'Hare-bound),-87.673932,41.875706,Illinois Medical District,Illinois Medical District (Blue Line),40810,1,0,1,0,0,0,0,0,0,0
30158,W,Illinois Medical District (Forest Pk-bound),-87.673932,41.875706,Illinois Medical District,Illinois Medical District (Blue Line),40810,1,0,1,0,0,0,0,0,0,0
30059,S,Indiana (63rd-bound),-87.621371,41.821732,Indiana,Indiana (Green Line),40300,1,0,0,0,1,0,0,0,0,0
30058,N,Indiana (Harlem-bound),-87.621371,41.821732,Indiana,Indiana (Green Line),40300,1,0,0,0,1,0,0,0,0,0
30282,S,Irving Park (Loop-bound),-87.674868,41.954521,Irving Park,Irving Park (Brown Line),41460,1,0,0,1,0,0,0,0,0,0
30107,N,Irving Park (O'Hare Branch) (O'Hare-bound),-87.729229,41.952925,Irving Park,Irving Park (Blue Line),40550,0,0,1,0,0,0,0,0,0,0
30108,S,Irving Park (O'Hare Branch) (Forest Pk-bound),-87.729229,41.952925,Irving Park,Irving Park (Blue Line),40550,0,0,1,0,0,0,0,0,0,0
30281,N,Irving Park (Kimball-bound),-87.674868,41.954521,Irving Park,Irving Park (Brown Line),41460,1,0,0,1,0,0,0,0,0,0
30014,N,Jackson/Dearborn (O'Hare-bound),-87.629296,41.878183,Jackson,Jackson (Blue Line),40070,1,0,1,0,0,0,0,0,0,0
30110,S,Jackson/State (95th-bound),-87.627596,41.878153,Jackson,Jackson (Red Line),40560,1,1,0,0,0,0,0,0,0,0
30109,N,Jackson/State (Howard-bound),-87.627596,41.878153,Jackson,Jackson (Red Line),40560,1,1,0,0,0,0,0,0,0,0
30015,S,Jackson/Dearborn (Forest Pk-bound),-87.629296,41.878183,Jackson,Jackson (Blue Line),40070,1,0,1,0,0,0,0,0,0,0
30227,N,Jarvis (Howard-bound),-87.669092,42.015876,Jarvis,Jarvis (Red Line),41190,0,1,0,0,0,0,0,0,0,0
30228,S,Jarvis (95th-bound),-87.669092,42.015876,Jarvis,Jarvis (Red Line),41190,0,1,0,0,0,0,0,0,0,0
30247,N,Jefferson Park (O'Hare-bound),-87.760892,41.970634,Jefferson Park,Jefferson Park (Blue Line),41280,1,0,1,0,0,0,0,0,0,0
30248,S,Jefferson Park (Forest Pk-bound),-87.760892,41.970634,Jefferson Park,Jefferson Park (Blue Line),41280,1,0,1,0,0,0,0,0,0,0
30226,S,Kedzie (Loop-bound),-87.708821,41.965996,Kedzie,Kedzie (Brown Line),41180,1,0,0,1,0,0,0,0,0,0
30219,N,Kedzie (Loop-bound),-87.704406,41.804236,Kedzie,Kedzie (Orange Line),41150,1,0,0,0,0,0,0,0,0,1
30220,S,Kedzie (Midway-bound),-87.704406,41.804236,Kedzie,Kedzie (Orange Line),41150,1,0,0,0,0,0,0,0,0,1
30202,W,Kedzie (54th/Cermak-bound),-87.705408,41.853964,Kedzie,Kedzie (Pink Line),41040,1,0,0,0,0,0,0,0,1,0
30201,E,Kedzie (Loop-bound),-87.705408,41.853964,Kedzie,Kedzie (Pink Line),41040,1,0,0,0,0,0,0,0,1,0
30225,N,Kedzie (Kimball-bound),-87.708821,41.965996,Kedzie,Kedzie (Brown Line),41180,1,0,0,1,0,0,0,0,0,0
30207,E,Kedzie (63rd-bound),-87.706155,41.884321,Kedzie,Kedzie (Green Line),41070,1,0,0,0,1,0,0,0,0,0
30208,W,Kedzie (Harlem-bound),-87.706155,41.884321,Kedzie,Kedzie (Green Line),41070,1,0,0,0,1,0,0,0,0,0
30049,W,Kedzie-Homan (Forest Pk-bound),-87.70604,41.874341,Kedzie-Homan,Kedzie-Homan (Blue Line),40250,1,0,1,0,0,0,0,0,0,0
30048,E,Kedzie-Homan (O'Hare-bound),-87.70604,41.874341,Kedzie-Homan,Kedzie-Homan (Blue Line),40250,1,0,1,0,0,0,0,0,0,0
30249,N,Kimball (Terminal arrival),-87.713065,41.967901,Kimball,Kimball (Brown Line),41290,1,0,0,1,0,0,0,0,0,0
30250,S,Kimball (Loop-bound),-87.713065,41.967901,Kimball,Kimball (Brown Line),41290,1,0,0,1,0,0,0,0,0,0
30217,E,King Drive (Cottage Grove-bound),-87.615546,41.78013,King Drive,King Drive (Green Line),41140,1,0,0,0,1,0,0,0,0,0
30218,W,King Drive (Harlem-bound),-87.615546,41.78013,King Drive,King Drive (Green Line),41140,1,0,0,0,1,0,0,0,0,0
30117,E,Kostner (Loop-bound),-87.733258,41.853751,Kostner,Kostner (Pink Line),40600,1,0,0,0,0,0,0,0,1,0
30118,W,Kostner (54th/Cermak-bound),-87.733258,41.853751,Kostner,Kostner (Pink Line),40600,1,0,0,0,0,0,0,0,1,0
30290,S,Lake (95th-bound),-87.627813,41.884809,Lake,Lake (Red Line),41660,1,1,0,0,0,0,0,0,0,0
30289,N,Lake (Howard-bound),-87.627813,41.884809,Lake,Lake (Red Line),41660,1,1,0,0,0,0,0,0,0,0
30135,E,Laramie (63rd-bound),-87.754986,41.887163,Laramie,Laramie (Green Line),40700,1,0,0,0,1,0,0,0,0,0
30136,W,Laramie (Harlem-bound),-87.754986,41.887163,Laramie,Laramie (Green Line),40700,1,0,0,0,1,0,0,0,0,0
